osmid,geometry,type,district
136322961,"POLYGON ((44.5746255 40.2221444, 44.5746671 40.2221139, 44.5745301 40.222005, 44.5744885 40.2220356, 44.5742858 40.2218746, 44.5741794 40.2219526, 44.5742837 40.2220355, 44.5741839 40.2221086, 44.5740743 40.2220216, 44.5739467 40.2221152, 44.5740563 40.2222022, 44.5740499 40.2222068, 44.5739496 40.2222805, 44.5739765 40.222302, 44.57405 40.2223603, 44.5741503 40.2222867, 44.5740769 40.2222284, 44.5743105 40.2220569, 44.5745861 40.2222758, 44.5743668 40.2224367, 44.5742875 40.2223737, 44.5741796 40.2224528, 44.5742861 40.2225375, 44.5743939 40.2224583, 44.5745038 40.2225456, 44.5746224 40.2224585, 44.5745113 40.2223703, 44.5746119 40.2222965, 44.5747058 40.222371, 44.5748124 40.2222928, 44.5746255 40.2221444))",kindergarten,Avan
136322962,"POLYGON ((44.5705593 40.2219664, 44.5706009 40.2219359, 44.5704639 40.221827, 44.5704223 40.2218575, 44.5702196 40.2216966, 44.5701132 40.2217746, 44.5702175 40.2218574, 44.5701177 40.2219306, 44.5700081 40.2218435, 44.5698805 40.2219372, 44.5699901 40.2220242, 44.5699837 40.2220288, 44.5698834 40.2221025, 44.5699103 40.2221239, 44.5699838 40.2221823, 44.5700841 40.2221087, 44.5700107 40.2220504, 44.5702443 40.2218789, 44.5705199 40.2220978, 44.5703006 40.2222586, 44.5702213 40.2221957, 44.5701134 40.2222748, 44.5702199 40.2223595, 44.5703277 40.2222803, 44.5704376 40.2223676, 44.5705562 40.2222805, 44.5704451 40.2221923, 44.5705457 40.2221184, 44.5706396 40.222193, 44.5707462 40.2221147, 44.5705593 40.2219664))",kindergarten,Avan
167950637,"POLYGON ((44.5640215 40.2216083, 44.5646572 40.2217146, 44.564703 40.2215549, 44.5640673 40.2214486, 44.5640215 40.2216083))",building,Avan
133346347,"POLYGON ((44.5622928 40.217097, 44.5624649 40.2171174, 44.5623789 40.2175401, 44.5622068 40.2175197, 44.5622928 40.217097))",building,Avan
119516114,"POLYGON ((44.5291795 40.2041782, 44.5292796 40.2042863, 44.529599 40.2041137, 44.5294989 40.2040056, 44.5291795 40.2041782))",building,Qanaqer zeuytun
136322999,"POLYGON ((44.5579627 40.2311766, 44.5581639 40.2311779, 44.5581664 40.2309501, 44.5579651 40.2309488, 44.5579627 40.2311766))",building,Avan
581980013,"POLYGON ((44.5887935 40.2123591, 44.5888992 40.2123044, 44.5888403 40.212238, 44.5887346 40.2122926, 44.5887935 40.2123591))",building,Avan
522165403,"POLYGON ((44.5910534 40.2190698, 44.5911615 40.2189777, 44.5912532 40.2190405, 44.5911452 40.2191325, 44.5910534 40.2190698))",building,Avan
473422885,"POLYGON ((44.5929659 40.2158644, 44.5929497 40.2158575, 44.5929422 40.2158395, 44.5929269 40.2158254, 44.5929039 40.2158139, 44.5928771 40.2158092, 44.5928498 40.2158116, 44.5928253 40.215821, 44.5928063 40.2158362, 44.5927953 40.2158554, 44.5927934 40.2158763, 44.592801 40.2158965, 44.5928147 40.2159116, 44.5928336 40.215923, 44.5928562 40.2159295, 44.5928803 40.2159305, 44.5929036 40.215926, 44.5929241 40.2159163, 44.59294 40.2158965, 44.592958 40.2158946, 44.5929659 40.2158644))",building,Avan
132995776,"POLYGON ((44.5705712 40.2114521, 44.5707641 40.2115359, 44.5708702 40.2113934, 44.5706773 40.2113096, 44.5705712 40.2114521))",building,Avan
475430760,"POLYGON ((44.5770271 40.2182949, 44.5771671 40.2182949, 44.5771679 40.2182755, 44.5772739 40.2182762, 44.5772731 40.2182261, 44.5772382 40.2182264, 44.577239 40.2180942, 44.5771653 40.2180923, 44.5771641 40.218119, 44.5770057 40.2181173, 44.5770038 40.2181714, 44.5770262 40.2181718, 44.5770271 40.2182949))",building,Avan
750998757,"POLYGON ((44.5445974 40.2080488, 44.5448106 40.2079182, 44.5447539 40.2078641, 44.5445406 40.2079947, 44.5445974 40.2080488))",building,Qanaqer zeuytun
542260860,"POLYGON ((44.5387539 40.2118211, 44.5388693 40.2118703, 44.5389279 40.21179, 44.5388126 40.2117409, 44.5387539 40.2118211))",building,Qanaqer zeuytun
610280077,"POLYGON ((44.5514879 40.2034471, 44.5515959 40.2034189, 44.5515214 40.2032525, 44.5514135 40.2032807, 44.5514879 40.2034471))",building,Qanaqer zeuytun
167990516,"POLYGON ((44.572314 40.2146988, 44.57238 40.2147161, 44.5724311 40.2146019, 44.5723651 40.2145847, 44.572314 40.2146988))",building,Avan
438737550,"POLYGON ((44.5603405 40.2101025, 44.5605411 40.2100298, 44.5604062 40.2098127, 44.5602057 40.2098854, 44.5603405 40.2101025))",building,Avan
498002794,"POLYGON ((44.5481597 40.2157367, 44.5482703 40.2158094, 44.5483742 40.2157172, 44.5482636 40.2156445, 44.5481597 40.2157367))",building,Avan
524011180,"POLYGON ((44.5428585 40.198436, 44.5431126 40.1984234, 44.5431048 40.1983313, 44.5428506 40.1983439, 44.5428585 40.198436))",building,Qanaqer zeuytun
370529706,"POLYGON ((44.5572252 40.2134226, 44.5581439 40.2132637, 44.558125 40.2131998, 44.5572062 40.2133587, 44.5572252 40.2134226))",building,Avan
449261638,"POLYGON ((44.5715903 40.21234, 44.5715729 40.2123602, 44.5716369 40.2123923, 44.5716616 40.2123636, 44.5716344 40.2123499, 44.5717246 40.212245, 44.5717046 40.212235, 44.5717876 40.2121386, 44.5716838 40.2120865, 44.5715034 40.2122964, 44.5715903 40.21234))",building,Avan
288902931,"POLYGON ((44.5545844 40.2178445, 44.554611 40.2179905, 44.5550828 40.2179402, 44.5550561 40.2177942, 44.5545844 40.2178445))",building,Avan
167981294,"POLYGON ((44.5728093 40.2198152, 44.5729387 40.2198505, 44.5729729 40.2197772, 44.5728436 40.2197419, 44.5728093 40.2198152))",building,Avan
173307419,"POLYGON ((44.5767993 40.2148278, 44.5768847 40.2148378, 44.5768575 40.2149732, 44.5767721 40.2149632, 44.5767993 40.2148278))",building,Avan
615443787,"POLYGON ((44.5688294 40.2124147, 44.5688837 40.2124441, 44.5689492 40.2124425, 44.569 40.2123878, 44.5689031 40.2123353, 44.5688294 40.2124147))",building,Avan
167880773,"POLYGON ((44.578074 40.2145715, 44.5781518 40.2146145, 44.5781306 40.2146369, 44.5782061 40.2146786, 44.5782863 40.2145939, 44.5781331 40.2145092, 44.578074 40.2145715))",building,Avan
582046196,"POLYGON ((44.5965317 40.2187176, 44.5965929 40.2186842, 44.5966223 40.2187157, 44.5965611 40.2187491, 44.5965317 40.2187176))",building,Avan
234479254,"POLYGON ((44.581174 40.2174093, 44.58097 40.2175471, 44.5810586 40.2176236, 44.5813254 40.2174434, 44.5812825 40.2174064, 44.5812197 40.2174488, 44.581174 40.2174093))",building,Avan
167990587,"POLYGON ((44.5745914 40.213342, 44.5747077 40.2133539, 44.5747224 40.2132707, 44.5746061 40.2132588, 44.5745914 40.213342))",building,Avan
439262795,"POLYGON ((44.556555 40.2320511, 44.5566395 40.232144, 44.5567458 40.2320876, 44.5566614 40.2319947, 44.556555 40.2320511))",building,Avan
563940434,"POLYGON ((44.5366082 40.2036817, 44.5367071 40.2037402, 44.5367852 40.2036633, 44.5366862 40.2036047, 44.5366082 40.2036817))",building,Qanaqer zeuytun
167949669,"POLYGON ((44.5330403 40.2143751, 44.5331579 40.2143613, 44.5331801 40.2144718, 44.5330625 40.2144856, 44.5330403 40.2143751))",building,Qanaqer zeuytun
498002814,"POLYGON ((44.5481544 40.2174018, 44.5482455 40.2174663, 44.548334 40.2173935, 44.5482429 40.217329, 44.5481544 40.2174018))",building,Avan
174045102,"POLYGON ((44.5651975 40.2118045, 44.5650049 40.2117606, 44.5650456 40.2116565, 44.5652382 40.2117004, 44.5651975 40.2118045))",building,Avan
464373629,"POLYGON ((44.5560362 40.2175405, 44.5560235 40.2174568, 44.5561518 40.2174454, 44.5561645 40.2175292, 44.5560362 40.2175405))",building,Avan
743193998,"POLYGON ((44.5646104 40.2229619, 44.5646788 40.22288, 44.564613 40.222848, 44.5645446 40.2229299, 44.5646104 40.2229619))",building,Avan
559493252,"POLYGON ((44.5376354 40.2239613, 44.5377213 40.2240688, 44.5378853 40.2239925, 44.5377994 40.223885, 44.5376354 40.2239613))",building,Qanaqer zeuytun
119516127,"POLYGON ((44.526558 40.2056704, 44.5266408 40.2056253, 44.5265586 40.2055374, 44.5264426 40.2056008, 44.5265024 40.2056647, 44.526414 40.2057129, 44.5266633 40.2059794, 44.5267392 40.2059381, 44.5268104 40.2060141, 44.5269264 40.2059507, 44.5268446 40.2058632, 44.5267742 40.2059015, 44.526558 40.2056704))",building,Qanaqer zeuytun
541865314,"POLYGON ((44.5662784 40.2184027, 44.5662848 40.2183671, 44.5663525 40.2183742, 44.5663462 40.2184097, 44.5662784 40.2184027))",building,Avan
539852131,"POLYGON ((44.5807969 40.2067521, 44.5808139 40.2066761, 44.5809639 40.2066957, 44.5809469 40.2067717, 44.5807969 40.2067521))",building,Avan
830012963,"POLYGON ((44.5900243 40.2173514, 44.5901211 40.2172977, 44.5900282 40.2172001, 44.5899395 40.2172494, 44.5899578 40.2172686, 44.5899424 40.2173201, 44.5900047 40.2173309, 44.5900243 40.2173514))",building,Avan
133341822,"POLYGON ((44.5767146 40.218977, 44.5769587 40.218976, 44.5769573 40.2187793, 44.5767132 40.2187803, 44.5767146 40.218977))",building,Avan
559465371,"POLYGON ((44.5445234 40.2282312, 44.5445971 40.2281902, 44.5445555 40.2281465, 44.5444818 40.2281875, 44.5445234 40.2282312))",building,Qanaqer zeuytun
655014053,"POLYGON ((44.5374861 40.2100211, 44.5374852 40.2100206, 44.5372655 40.2102572, 44.537292 40.2102715, 44.5371839 40.2103878, 44.5371575 40.2103735, 44.536896 40.2106551, 44.5369549 40.210687, 44.5372348 40.2103856, 44.5372358 40.2104325, 44.5372693 40.2104508, 44.5373918 40.21032, 44.5373621 40.2103037, 44.5372885 40.2103279, 44.5374621 40.210141, 44.5374761 40.2101988, 44.537556 40.2101927, 44.537608 40.2102214, 44.5376912 40.2101333, 44.5376186 40.2100929, 44.5376122 40.2100436, 44.5375385 40.2100492, 44.5374866 40.2100206, 44.5374861 40.2100211))",building,Qanaqer zeuytun
559468119,"POLYGON ((44.543893 40.2258147, 44.5439185 40.2257461, 44.5438248 40.2257258, 44.5437993 40.2257944, 44.543893 40.2258147))",building,Qanaqer zeuytun
563940423,"POLYGON ((44.5377266 40.2035526, 44.5378477 40.2036243, 44.5379224 40.2035506, 44.5378014 40.2034789, 44.5377266 40.2035526))",building,Qanaqer zeuytun
167949699,"POLYGON ((44.5322513 40.2084877, 44.5324291 40.2085867, 44.5327168 40.2082854, 44.532539 40.2081864, 44.5322513 40.2084877))",building,Qanaqer zeuytun
168103747,"POLYGON ((44.551102 40.2316557, 44.5508014 40.2316251, 44.550827 40.2314789, 44.5511276 40.2315095, 44.551102 40.2316557))",building,Qanaqer zeuytun
559468099,"POLYGON ((44.5454118 40.2261403, 44.5455111 40.2262417, 44.5455834 40.2262004, 44.5454842 40.226099, 44.5454118 40.2261403))",building,Qanaqer zeuytun
559484288,"POLYGON ((44.5433881 40.2240202, 44.5433483 40.224062, 44.543481 40.2241358, 44.5435209 40.2240939, 44.5433881 40.2240202))",building,Qanaqer zeuytun
559486862,"POLYGON ((44.5406298 40.2228278, 44.5407363 40.2228073, 44.5407021 40.2227035, 44.5405955 40.222724, 44.5406298 40.2228278))",building,Qanaqer zeuytun
473034486,"POLYGON ((44.5388234 40.1992112, 44.5390789 40.198938, 44.5391937 40.1990007, 44.5391718 40.1990241, 44.5392153 40.1990478, 44.5391551 40.1991121, 44.5391012 40.1990827, 44.5390034 40.1991873, 44.5390556 40.1992158, 44.5390087 40.199266, 44.5389514 40.1992347, 44.5389227 40.1992654, 44.5388234 40.1992112))",building,Qanaqer zeuytun
80513480,"POLYGON ((44.5471577 40.2005528, 44.5478036 40.2004367, 44.547758 40.2002884, 44.547112 40.2004044, 44.5471577 40.2005528))",building,Qanaqer zeuytun
219223601,"POLYGON ((44.5319582 40.2070542, 44.5321237 40.2071425, 44.5323264 40.2069209, 44.5321609 40.2068326, 44.5319582 40.2070542))",building,Qanaqer zeuytun
753743464,"POLYGON ((44.5496506 40.2065217, 44.5497703 40.2065324, 44.549783 40.2064499, 44.5496633 40.2064391, 44.5496506 40.2065217))",building,Qanaqer zeuytun
560391234,"POLYGON ((44.5445952 40.2171217, 44.5447037 40.2172067, 44.5448043 40.2171319, 44.5446957 40.2170469, 44.5445952 40.2171217))",building,Qanaqer zeuytun
136399538,"POLYGON ((44.5512012 40.2041792, 44.5517817 40.2041154, 44.551902 40.2047537, 44.5513215 40.2048175, 44.5512012 40.2041792))",work,Qanaqer zeuytun
559465354,"POLYGON ((44.5438032 40.2276649, 44.5438632 40.2277498, 44.5439051 40.2277325, 44.5438451 40.2276477, 44.5438032 40.2276649))",building,Qanaqer zeuytun
559484397,"POLYGON ((44.5420839 40.2259376, 44.5420793 40.2260301, 44.5422201 40.2260342, 44.5422247 40.2259417, 44.5420839 40.2259376))",building,Qanaqer zeuytun
563932253,"POLYGON ((44.5341298 40.2150748, 44.5341781 40.2149068, 44.5340073 40.2148782, 44.533959 40.2150461, 44.5341298 40.2150748))",building,Qanaqer zeuytun
464742984,"POLYGON ((44.5461744 40.2043604, 44.5461799 40.2042926, 44.5461657 40.2042919, 44.546169 40.204251, 44.5463348 40.2042589, 44.5463336 40.2042739, 44.5463658 40.2042956, 44.546363 40.2043253, 44.5463241 40.204334, 44.5463221 40.2043636, 44.5462871 40.2043622, 44.5462634 40.2043818, 44.5462283 40.2043803, 44.5462141 40.2043622, 44.5461744 40.2043604))",building,Qanaqer zeuytun
136399548,"POLYGON ((44.5462919 40.2016302, 44.5467993 40.2021657, 44.5469478 40.2020836, 44.5467291 40.2018529, 44.5468582 40.2017815, 44.5470952 40.2020316, 44.5473475 40.2018921, 44.5471241 40.2016564, 44.5473901 40.2015149, 44.5471422 40.2012533, 44.546994 40.2013352, 44.5471402 40.2014896, 44.5470095 40.2015619, 44.5469712 40.2015215, 44.5467298 40.2016549, 44.546768 40.2016953, 44.5466333 40.2017698, 44.5464292 40.2015542, 44.5462919 40.2016302))",school,Qanaqer zeuytun
563940394,"POLYGON ((44.5352966 40.2174486, 44.5353448 40.2173421, 44.5352221 40.2173097, 44.5351738 40.2174162, 44.5352966 40.2174486))",building,Qanaqer zeuytun
473763396,"POLYGON ((44.5441763 40.1997339, 44.5443056 40.1998328, 44.5444406 40.1997359, 44.5443102 40.1996353, 44.5441763 40.1997339))",building,Qanaqer zeuytun
559486820,"POLYGON ((44.5412698 40.2217659, 44.5414302 40.2217576, 44.5414185 40.2216265, 44.5412581 40.2216348, 44.5412698 40.2217659))",building,Qanaqer zeuytun
229303169,"POLYGON ((44.5279676 40.2018604, 44.5280373 40.2019964, 44.5282324 40.201938, 44.5281627 40.201802, 44.5279676 40.2018604))",building,Qanaqer zeuytun
560468729,"POLYGON ((44.5461093 40.2243072, 44.5461881 40.224384, 44.5462484 40.2243479, 44.5461697 40.2242711, 44.5461093 40.2243072))",building,Qanaqer zeuytun
559486871,"POLYGON ((44.5414911 40.2244662, 44.5415702 40.2244498, 44.5415427 40.2243723, 44.5414636 40.2243887, 44.5414911 40.2244662))",building,Qanaqer zeuytun
137735279,"POLYGON ((44.5414822 40.2281691, 44.541321 40.2282288, 44.5413336 40.2282488, 44.5412728 40.2282713, 44.5411998 40.2281563, 44.5411753 40.2281654, 44.5411457 40.228119, 44.5412934 40.2280644, 44.5412796 40.2280425, 44.5413526 40.2280155, 44.5413935 40.2280798, 44.5414194 40.2280702, 44.5414822 40.2281691))",building,Qanaqer zeuytun
675020838,"POLYGON ((44.5321294 40.2237063, 44.5323732 40.2236387, 44.5323459 40.2235812, 44.5321021 40.2236488, 44.5321294 40.2237063))",building,Qanaqer zeuytun
446364627,"POLYGON ((44.543759 40.2016535, 44.5439645 40.2017409, 44.5440121 40.2016755, 44.5438065 40.2015882, 44.543759 40.2016535))",building,Qanaqer zeuytun
523998026,"POLYGON ((44.5326061 40.1962712, 44.5327502 40.1963819, 44.5327957 40.1963473, 44.5328104 40.1963586, 44.5328701 40.1963132, 44.532855 40.1963016, 44.5328969 40.1962698, 44.5327573 40.1961626, 44.5327118 40.1961971, 44.5326927 40.1961825, 44.5326274 40.1962321, 44.5326424 40.1962437, 44.5326061 40.1962712))",building,Qanaqer zeuytun
167949712,"POLYGON ((44.5339531 40.2139194, 44.5338638 40.2138617, 44.5339357 40.2137968, 44.534025 40.2138545, 44.5339531 40.2139194))",building,Qanaqer zeuytun
559465416,"POLYGON ((44.5535517 40.2338716, 44.5534822 40.2339097, 44.5535506 40.2339824, 44.5536201 40.2339443, 44.5535517 40.2338716))",building,Qanaqer zeuytun
654896767,"POLYGON ((44.5258851 40.201659, 44.5259604 40.2018063, 44.526103 40.2017408, 44.5260823 40.2017145, 44.5261475 40.2016845, 44.5260715 40.2015901, 44.5258851 40.201659))",building,Qanaqer zeuytun
167953371,"POLYGON ((44.5412268 40.2185994, 44.5410977 40.2185177, 44.541302 40.2183295, 44.541431 40.2184112, 44.5412268 40.2185994))",building,Qanaqer zeuytun
899145554,"POLYGON ((44.5455217 40.1984008, 44.545522 40.1982908, 44.5456935 40.198291, 44.5456933 40.1983698, 44.5457233 40.1983699, 44.5457232 40.1984011, 44.5455217 40.1984008))",building,Qanaqer zeuytun
796539419,"POLYGON ((44.5538082 40.2317399, 44.5538859 40.2318334, 44.5540719 40.2317433, 44.5539942 40.2316498, 44.5538082 40.2317399))",building,Qanaqer zeuytun
136362748,"POLYGON ((44.5544484 40.2334769, 44.5545747 40.2334643, 44.554562 40.2333905, 44.5546591 40.2333807, 44.55462 40.2331532, 44.5543966 40.2331756, 44.5544484 40.2334769))",building,Qanaqer zeuytun
137732030,"POLYGON ((44.5466998 40.2261892, 44.5470247 40.2264824, 44.5471345 40.2264115, 44.5470438 40.2263296, 44.5471667 40.2262502, 44.5472529 40.226328, 44.5473627 40.2262571, 44.5470378 40.2259639, 44.546928 40.2260348, 44.547016 40.2261142, 44.5468931 40.2261936, 44.5468096 40.2261182, 44.5466998 40.2261892))",building,Qanaqer zeuytun
167950636,"POLYGON ((44.5465359 40.2230029, 44.5469828 40.223321, 44.5470812 40.2232404, 44.5466342 40.2229223, 44.5465359 40.2230029))",building,Qanaqer zeuytun
796533667,"POLYGON ((44.5490471 40.2257143, 44.5492374 40.2256729, 44.5491976 40.2255663, 44.5490073 40.2256077, 44.5490471 40.2257143))",building,Qanaqer zeuytun
563910786,"POLYGON ((44.5329307 40.2206346, 44.5329905 40.2207122, 44.5330779 40.2206729, 44.5330181 40.2205954, 44.5329307 40.2206346))",building,Qanaqer zeuytun
137735289,"POLYGON ((44.5361788 40.2131605, 44.5361655 40.2132571, 44.5364807 40.2132822, 44.5364968 40.2131649, 44.5362053 40.2131416, 44.5362514 40.2128052, 44.5361 40.2127931, 44.536051 40.2131503, 44.5361788 40.2131605))",building,Qanaqer zeuytun
563932217,"POLYGON ((44.5333412 40.216318, 44.5334414 40.2163304, 44.5334566 40.2162586, 44.5333564 40.2162463, 44.5333412 40.216318))",building,Qanaqer zeuytun
419352594,"POLYGON ((44.5367747 40.2132316, 44.5367088 40.2132274, 44.5367248 40.2130809, 44.5365203 40.2130679, 44.5364774 40.2134612, 44.5366819 40.2134742, 44.5367027 40.2132832, 44.5367686 40.2132874, 44.536765 40.2133205, 44.5369168 40.2133302, 44.53693 40.2132099, 44.5367781 40.2132003, 44.5367747 40.2132316))",building,Qanaqer zeuytun
554476790,"POLYGON ((44.5425485 40.2227325, 44.5425094 40.222621, 44.5426744 40.2225873, 44.5427134 40.2226988, 44.5425485 40.2227325))",building,Qanaqer zeuytun
445004595,"POLYGON ((44.5554434 40.2033507, 44.5554136 40.2033021, 44.555197 40.2033795, 44.5553338 40.2036028, 44.5555504 40.2035254, 44.5555181 40.2034727, 44.5555232 40.2034709, 44.5555454 40.2034542, 44.5555587 40.2034328, 44.5555617 40.2034092, 44.5555539 40.2033862, 44.5555363 40.2033666, 44.5555109 40.2033529, 44.555481 40.2033465, 44.55545 40.2033484, 44.5554434 40.2033507))",building,Qanaqer zeuytun
796533665,"POLYGON ((44.5491865 40.2264731, 44.5491086 40.2263403, 44.549231 40.2262984, 44.5493089 40.2264312, 44.5491865 40.2264731))",building,Qanaqer zeuytun
560391243,"POLYGON ((44.5450207 40.2184161, 44.5451915 40.2185141, 44.5452578 40.2184468, 44.5451651 40.2183936, 44.5451369 40.2184079, 44.5450678 40.2183683, 44.5450207 40.2184161))",building,Qanaqer zeuytun
563940419,"POLYGON ((44.5379117 40.2029688, 44.5379837 40.2030114, 44.5380539 40.2029422, 44.5379819 40.2028996, 44.5379117 40.2029688))",building,Qanaqer zeuytun
560504239,"POLYGON ((44.5443698 40.216187, 44.5444988 40.216083, 44.544443 40.2160426, 44.5443139 40.2161467, 44.5443698 40.216187))",building,Qanaqer zeuytun
473041778,"POLYGON ((44.5491812 40.2029066, 44.5493459 40.2029169, 44.5493497 40.2028811, 44.5493747 40.2028826, 44.5493819 40.2028159, 44.5491488 40.2028013, 44.5491436 40.2028501, 44.5491869 40.2028528, 44.5491812 40.2029066))",building,Qanaqer zeuytun
464742979,"POLYGON ((44.5467299 40.2039459, 44.5467269 40.2039797, 44.5468229 40.2039848, 44.5468304 40.2039016, 44.5467084 40.2038952, 44.5467039 40.2039445, 44.5467299 40.2039459))",building,Qanaqer zeuytun
559486822,"POLYGON ((44.5398 40.2225964, 44.539855 40.2228759, 44.5399413 40.222866, 44.5398863 40.2225865, 44.5398 40.2225964))",building,Qanaqer zeuytun
605818775,"POLYGON ((44.5741168 40.2154202, 44.5742283 40.2154962, 44.574268 40.2154622, 44.5743039 40.2154867, 44.5743903 40.2154128, 44.5743663 40.2153965, 44.5743869 40.215379, 44.5743632 40.2153628, 44.5743825 40.2153462, 44.5743199 40.2153035, 44.574285 40.2153333, 44.5742479 40.215308, 44.5741168 40.2154202))",building,Avan
