osmid,geometry,type,district
461903158,"POLYGON ((44.5567199 40.1887077, 44.5566941 40.188623, 44.5567614 40.188611, 44.5567747 40.1886548, 44.5567611 40.1886572, 44.5567736 40.1886981, 44.5567199 40.1887077))",building,Nor-norq
133131663,"POLYGON ((44.5740226 40.2019604, 44.5741424 40.2020232, 44.5745646 40.2015533, 44.5744448 40.2014905, 44.5740226 40.2019604))",building,Nor-norq
212050968,"POLYGON ((44.5939373 40.1864094, 44.5939202 40.1863579, 44.5938901 40.1863638, 44.5938519 40.1862485, 44.5937847 40.1862615, 44.5937928 40.186286, 44.593631 40.1863174, 44.5936636 40.1864155, 44.5936979 40.1864088, 44.5937227 40.1864836, 44.5937961 40.1864694, 44.5937859 40.1864387, 44.5939373 40.1864094))",building,Nor-norq
689599901,"POLYGON ((44.5815727 40.1975378, 44.5820582 40.1977447, 44.5821872 40.1975681, 44.5819061 40.1974483, 44.5818778 40.1974872, 44.5816734 40.1974, 44.5815727 40.1975378))",building,Nor-norq
135447667,"POLYGON ((44.5653693 40.1954616, 44.565527 40.1954151, 44.5652484 40.1948641, 44.5650908 40.1949106, 44.5653693 40.1954616))",building,Nor-norq
820161281,"POLYGON ((44.5718041 40.2042348, 44.5718913 40.2041703, 44.5717861 40.2040873, 44.5717401 40.2041213, 44.5717935 40.2041634, 44.5717523 40.2041939, 44.5718041 40.2042348))",building,Nor-norq
804619813,"POLYGON ((44.5702952 40.1793016, 44.5703756 40.1793794, 44.5704722 40.1793323, 44.570499 40.1793344, 44.5706492 40.1794184, 44.5707297 40.1793036, 44.5704936 40.1792032, 44.5704722 40.1792298, 44.5704293 40.179193, 44.5702952 40.1793016))",building,Nor-norq
540768187,"POLYGON ((44.5903336 40.1833886, 44.5903214 40.1832872, 44.5904419 40.1832787, 44.5904542 40.1833801, 44.5903336 40.1833886))",building,Nor-norq
174038791,"POLYGON ((44.580313 40.2063871, 44.5804792 40.2063844, 44.5804748 40.2062307, 44.5803086 40.2062335, 44.580313 40.2063871))",building,Nor-norq
572513574,"POLYGON ((44.5670887 40.1736284, 44.5670881 40.1734798, 44.5672865 40.1734793, 44.5672872 40.1736279, 44.5670887 40.1736284))",building,Nor-norq
540463716,"POLYGON ((44.58406 40.1814033, 44.5840541 40.1812876, 44.5841601 40.1812844, 44.5841586 40.1812548, 44.5843462 40.1812491, 44.5843539 40.1813986, 44.584318 40.1813997, 44.5843186 40.1814113, 44.5841824 40.1814155, 44.5841816 40.1813996, 44.58406 40.1814033))",building,Nor-norq
539873762,"POLYGON ((44.5896386 40.1960922, 44.5896642 40.1960376, 44.5896405 40.1960311, 44.5896677 40.1959732, 44.5898143 40.1960134, 44.5897615 40.1961259, 44.5896386 40.1960922))",building,Nor-norq
733387335,"POLYGON ((44.6001482 40.19217, 44.600308 40.1926111, 44.6005685 40.192556, 44.6004086 40.1921149, 44.6001482 40.19217))",building,Nor-norq
133131709,"POLYGON ((44.5677469 40.2064871, 44.5678697 40.2066321, 44.5680722 40.2065322, 44.5679494 40.2063871, 44.5677469 40.2064871))",building,Nor-norq
567769734,"POLYGON ((44.6026264 40.1871037, 44.602611 40.1870511, 44.602624 40.1870489, 44.6026164 40.1870226, 44.6027647 40.1869973, 44.6027878 40.1870762, 44.6026264 40.1871037))",building,Nor-norq
615456451,"POLYGON ((44.565942 40.2083234, 44.566045 40.2083722, 44.5660621 40.2083511, 44.5661239 40.2083803, 44.56623 40.2082495, 44.5660883 40.2081825, 44.5660183 40.2082688, 44.5659953 40.2082579, 44.565942 40.2083234))",building,Nor-norq
444579690,"POLYGON ((44.5626441 40.1962444, 44.5629737 40.1963478, 44.5630097 40.1962809, 44.5626801 40.1961775, 44.5626441 40.1962444))",building,Nor-norq
709165169,"POLYGON ((44.5710826 40.1890082, 44.5711534 40.1890426, 44.5711915 40.1889969, 44.5711207 40.1889625, 44.5710826 40.1890082))",building,Nor-norq
135463680,"POLYGON ((44.5700738 40.1719877, 44.5701591 40.1719236, 44.5704137 40.1721209, 44.5705318 40.1720319, 44.5699754 40.1716008, 44.5698574 40.1716897, 44.570099 40.1718769, 44.5700134 40.1719413, 44.5697701 40.1717541, 44.5693878 40.1720442, 44.5696293 40.17223, 44.5695208 40.1723116, 44.5692771 40.1721227, 44.569159 40.1722117, 44.5697153 40.1726428, 44.5698334 40.1725539, 44.5698318 40.1725527, 44.569581 40.1723582, 44.5696897 40.1722765, 44.5697964 40.1723585, 44.5701787 40.1720684, 44.5700738 40.1719877))",school,Nor-norq
540463731,"POLYGON ((44.5860498 40.1817874, 44.5860594 40.1817529, 44.5860931 40.1817584, 44.5861152 40.1816792, 44.5862541 40.1817018, 44.5862224 40.1818154, 44.5860498 40.1817874))",building,Nor-norq
766233507,"POLYGON ((44.5574956 40.1895526, 44.5575705 40.1896268, 44.557644 40.1895835, 44.5575691 40.1895093, 44.5574956 40.1895526))",building,Nor-norq
461903163,"POLYGON ((44.5569957 40.1905689, 44.557042 40.1906104, 44.5571489 40.1905408, 44.5571026 40.1904993, 44.5569957 40.1905689))",building,Nor-norq
135463691,"POLYGON ((44.5659191 40.1766848, 44.565961 40.1766545, 44.5658251 40.1765448, 44.5657831 40.1765751, 44.565582 40.1764129, 44.5654748 40.1764904, 44.5655783 40.1765739, 44.5654779 40.1766466, 44.5653691 40.1765588, 44.5652406 40.1766518, 44.5653493 40.1767395, 44.5653429 40.1767441, 44.5652419 40.1768172, 44.5652686 40.1768388, 44.5653415 40.1768976, 44.5654426 40.1768245, 44.5653697 40.1767658, 44.565605 40.1765955, 44.5658784 40.1768161, 44.5656576 40.1769759, 44.5655789 40.1769123, 44.5654702 40.176991, 44.5655759 40.1770762, 44.5656845 40.1769976, 44.5657936 40.1770856, 44.565913 40.1769992, 44.5658027 40.1769102, 44.565904 40.1768369, 44.5659972 40.176912, 44.5661046 40.1768343, 44.5659191 40.1766848))",kindergarten,Nor-norq
135463692,"POLYGON ((44.5671532 40.1718839, 44.5671932 40.1719157, 44.5673356 40.1718108, 44.5672955 40.171779, 44.567506 40.1716239, 44.5674036 40.1715427, 44.5672953 40.1716225, 44.5671993 40.1715465, 44.5673132 40.1714625, 44.5671903 40.1713652, 44.5670765 40.1714491, 44.5670704 40.1714442, 44.5669738 40.1713677, 44.5669458 40.1713883, 44.5668695 40.1714445, 44.5669661 40.1715211, 44.5670423 40.1714649, 44.5672672 40.1716431, 44.566981 40.171854, 44.5667699 40.1716868, 44.5668523 40.171626, 44.5667484 40.1715437, 44.5666378 40.1716252, 44.5667417 40.1717075, 44.5666275 40.1717916, 44.5667417 40.1718821, 44.5668571 40.171797, 44.566954 40.1718738, 44.5668565 40.1719456, 44.5669591 40.172027, 44.5671532 40.1718839))",kindergarten,Nor-norq
539985070,"POLYGON ((44.5879269 40.192942, 44.5879555 40.1928524, 44.5881268 40.1928844, 44.58812 40.1929057, 44.5884373 40.1929649, 44.5884155 40.1930331, 44.5879269 40.192942))",building,Nor-norq
135463694,"POLYGON ((44.5630576 40.1715442, 44.5630992 40.1715137, 44.5629622 40.1714047, 44.5629206 40.1714353, 44.5627179 40.1712742, 44.5626115 40.1713524, 44.5627158 40.1714352, 44.5626161 40.1715085, 44.5625064 40.1714213, 44.5623788 40.171515, 44.5624884 40.1716021, 44.562482 40.1716068, 44.5623817 40.1716805, 44.5624086 40.1717019, 44.5624821 40.1717603, 44.5625824 40.1716866, 44.562509 40.1716283, 44.5627426 40.1714567, 44.5630182 40.1716758, 44.5627989 40.1718368, 44.5627196 40.1717737, 44.5626117 40.171853, 44.5627182 40.1719376, 44.562826 40.1718584, 44.5629359 40.1719458, 44.5630545 40.1718587, 44.5629434 40.1717704, 44.563044 40.1716965, 44.5631379 40.1717711, 44.5632445 40.1716928, 44.5630576 40.1715442))",kindergarten,Nor-norq
539865617,"POLYGON ((44.5876107 40.2029603, 44.5876725 40.202859, 44.5877993 40.2029042, 44.5877375 40.2030055, 44.5876107 40.2029603))",building,Nor-norq
135463696,"POLYGON ((44.5652687 40.1715609, 44.5653103 40.1715304, 44.5651733 40.1714214, 44.5651317 40.171452, 44.564929 40.1712909, 44.5648226 40.171369, 44.5649269 40.1714519, 44.5648271 40.1715251, 44.5647175 40.171438, 44.5645899 40.1715317, 44.5646995 40.1716188, 44.5646931 40.1716234, 44.5645928 40.1716971, 44.5646197 40.1717186, 44.5646932 40.171777, 44.5647935 40.1717033, 44.5647201 40.171645, 44.5649537 40.1714734, 44.5652293 40.1716924, 44.56501 40.1718534, 44.5649307 40.1717904, 44.5648228 40.1718696, 44.5649293 40.1719543, 44.5650371 40.1718751, 44.565147 40.1719624, 44.5652656 40.1718753, 44.5651545 40.171787, 44.5652551 40.1717131, 44.565349 40.1717877, 44.5654556 40.1717094, 44.5652687 40.1715609))",kindergarten,Nor-norq
846950919,"POLYGON ((44.6007934 40.1875206, 44.6009814 40.1874856, 44.6010039 40.1875561, 44.6008159 40.1875911, 44.6007934 40.1875206))",building,Nor-norq
521782971,"POLYGON ((44.5898132 40.1966148, 44.5899106 40.1966371, 44.5899145 40.1966272, 44.5900144 40.1966502, 44.5900589 40.1965374, 44.5900295 40.1965062, 44.59001 40.1965018, 44.5900153 40.1964882, 44.5898973 40.1964611, 44.589865 40.1965431, 44.5898433 40.1965381, 44.5898132 40.1966148))",building,Nor-norq
539865590,"POLYGON ((44.5852536 40.2028152, 44.5853189 40.2027137, 44.585426 40.2027539, 44.5853607 40.2028554, 44.5852536 40.2028152))",building,Nor-norq
135463765,"POLYGON ((44.563915 40.1756467, 44.5641974 40.1758576, 44.5643075 40.1757716, 44.5640252 40.1755606, 44.563915 40.1756467))",building,Nor-norq
133132317,"POLYGON ((44.5675361 40.2049968, 44.567287 40.2049866, 44.5673272 40.2044149, 44.5675764 40.2044252, 44.5675361 40.2049968))",building,Nor-norq
133133421,"POLYGON ((44.5589558 40.1969144, 44.5591371 40.1969697, 44.55885 40.1975195, 44.5586686 40.1974643, 44.5589558 40.1969144))",building,Nor-norq
539867761,"POLYGON ((44.5943193 40.1956038, 44.5943552 40.1955079, 44.5944628 40.1955314, 44.594427 40.1956273, 44.5943193 40.1956038))",building,Nor-norq
539884273,"POLYGON ((44.5953621 40.199564, 44.5953765 40.1994508, 44.5954764 40.1994583, 44.595462 40.1995714, 44.5953621 40.199564))",building,Nor-norq
466855999,"POLYGON ((44.5785731 40.1904252, 44.5789986 40.1902163, 44.578882 40.1900778, 44.5784566 40.1902866, 44.5785731 40.1904252))",building,Nor-norq
540026070,"POLYGON ((44.583461 40.1854183, 44.5834726 40.1853084, 44.583722 40.1853239, 44.5837103 40.1854338, 44.583461 40.1854183))",building,Nor-norq
449039256,"POLYGON ((44.5614728 40.2030555, 44.5615064 40.2029821, 44.5614362 40.2029633, 44.5614026 40.2030368, 44.5614728 40.2030555))",building,Nor-norq
539867771,"POLYGON ((44.597439 40.1961887, 44.597472 40.1960892, 44.597571 40.1961083, 44.5975381 40.1962078, 44.597439 40.1961887))",building,Nor-norq
540026055,"POLYGON ((44.5847817 40.1853626, 44.5848396 40.1852678, 44.5848904 40.1852865, 44.584865 40.185382, 44.5847817 40.1853626))",building,Nor-norq
540026076,"POLYGON ((44.5839534 40.186085, 44.5839682 40.1860254, 44.5839193 40.1860183, 44.5839321 40.1859669, 44.5839795 40.1859738, 44.5840019 40.1858842, 44.5841466 40.1859053, 44.5840965 40.1861059, 44.5839534 40.186085))",building,Nor-norq
539881657,"POLYGON ((44.5934291 40.1958973, 44.5934656 40.1958046, 44.5935839 40.1958318, 44.5935474 40.1959245, 44.5934291 40.1958973))",building,Nor-norq
448973062,"POLYGON ((44.5682538 40.2068741, 44.5684338 40.2070553, 44.5685556 40.2069847, 44.5683757 40.2068035, 44.5682538 40.2068741))",building,Nor-norq
820149715,"POLYGON ((44.5524278 40.1721216, 44.5525847 40.1721912, 44.5526247 40.1721387, 44.5524678 40.172069, 44.5524278 40.1721216))",building,Nor-norq
499667676,"POLYGON ((44.553635 40.1867798, 44.5534788 40.1868436, 44.5534958 40.1868678, 44.5534599 40.1868824, 44.5535192 40.1869672, 44.5535924 40.1869373, 44.5536111 40.1869641, 44.5537299 40.1869156, 44.553635 40.1867798))",building,Nor-norq
217585524,"POLYGON ((44.5778524 40.1898295, 44.577648 40.1899377, 44.5779748 40.1902978, 44.5781792 40.1901895, 44.5778524 40.1898295))",building,Nor-norq
805325513,"POLYGON ((44.5755069 40.1760062, 44.5755816 40.1760811, 44.5756753 40.1760266, 44.5756005 40.1759516, 44.5755069 40.1760062))",building,Nor-norq
539873775,"POLYGON ((44.5905155 40.1948643, 44.5905498 40.194774, 44.5906469 40.1947954, 44.5906127 40.1948858, 44.5905155 40.1948643))",building,Nor-norq
473408926,"POLYGON ((44.5600751 40.1862731, 44.5601667 40.1862232, 44.560102 40.1861539, 44.5600104 40.1862038, 44.5600751 40.1862731))",building,Nor-norq
540242020,"POLYGON ((44.5846052 40.1826673, 44.5846629 40.1825678, 44.5847696 40.1826039, 44.5847118 40.1827034, 44.5846052 40.1826673))",building,Nor-norq
540022043,"POLYGON ((44.5856247 40.1859478, 44.5856427 40.185852, 44.5858007 40.1858693, 44.5857827 40.1859651, 44.5856247 40.1859478))",building,Nor-norq
540729693,"POLYGON ((44.5885598 40.184242, 44.588503 40.1841709, 44.5886081 40.1841219, 44.5886648 40.184193, 44.5885598 40.184242))",building,Nor-norq
466978282,"POLYGON ((44.5718512 40.1906097, 44.5719858 40.1906723, 44.5720526 40.1905885, 44.5718994 40.1905171, 44.5718674 40.1905573, 44.5718861 40.190566, 44.5718512 40.1906097))",building,Nor-norq
776027046,"POLYGON ((44.5903477 40.1887745, 44.5903214 40.1886753, 44.5902394 40.188688, 44.5902657 40.1887872, 44.5903477 40.1887745))",building,Nor-norq
473528610,"POLYGON ((44.5637605 40.1874123, 44.5638914 40.1873447, 44.5639412 40.187401, 44.5640554 40.1873421, 44.5638257 40.1870822, 44.5637179 40.1871378, 44.5637533 40.1871778, 44.5637809 40.1871636, 44.5638105 40.1871971, 44.5636777 40.1872657, 44.5636895 40.187279, 44.5636573 40.1872956, 44.5637605 40.1874123))",building,Nor-norq
540221391,"POLYGON ((44.5787505 40.1834575, 44.5787976 40.1833453, 44.578929 40.1833775, 44.5788819 40.1834897, 44.5787505 40.1834575))",building,Nor-norq
173486208,"POLYGON ((44.5462591 40.1677627, 44.5464094 40.1676713, 44.546141 40.1674135, 44.5452612 40.1679834, 44.5456768 40.1682733, 44.5457361 40.1682356, 44.5455838 40.1681218, 44.545896 40.1679021, 44.5457692 40.167804, 44.5459824 40.1676803, 44.546014 40.1677106, 44.5461308 40.1676395, 44.5462591 40.1677627))",building,Nor-norq
529549396,"POLYGON ((44.5800641 40.1861678, 44.5801319 40.1862032, 44.5803422 40.1859679, 44.5802744 40.1859326, 44.5800641 40.1861678))",building,Nor-norq
448971245,"POLYGON ((44.5662878 40.2069509, 44.5663714 40.207057, 44.5664396 40.2070257, 44.566356 40.2069196, 44.5662878 40.2069509))",building,Nor-norq
540759768,"POLYGON ((44.5901507 40.1866778, 44.5902225 40.1865531, 44.5903474 40.1865951, 44.5902756 40.1867198, 44.5901507 40.1866778))",building,Nor-norq
804619815,"POLYGON ((44.5708203 40.1793483, 44.5708805 40.1793869, 44.5709291 40.1793428, 44.570869 40.1793041, 44.5708203 40.1793483))",building,Nor-norq
540221394,"POLYGON ((44.5791052 40.1834571, 44.579153 40.1833306, 44.5793859 40.1833819, 44.5793382 40.1835084, 44.5791052 40.1834571))",building,Nor-norq
463575326,"POLYGON ((44.5700823 40.1823954, 44.5699426 40.1824146, 44.5699718 40.1825382, 44.5701115 40.182519, 44.5700823 40.1823954))",building,Nor-norq
674734331,"POLYGON ((44.5704235 40.195908, 44.5704085 40.1957791, 44.5705721 40.195768, 44.5705871 40.1958969, 44.5704235 40.195908))",building,Nor-norq
893901375,"POLYGON ((44.6027629 40.1874284, 44.6027462 40.1872518, 44.6030215 40.1872367, 44.6030382 40.1874132, 44.6027629 40.1874284))",building,Nor-norq
476940815,"POLYGON ((44.5767538 40.1980423, 44.5768889 40.1980135, 44.5767361 40.1975943, 44.576601 40.197623, 44.5767538 40.1980423))",building,Nor-norq
135447564,"POLYGON ((44.5622661 40.1866923, 44.56213 40.1867717, 44.5624238 40.1870656, 44.5625599 40.1869862, 44.5622661 40.1866923))",building,Nor-norq
448973065,"POLYGON ((44.566949 40.2059666, 44.5672427 40.2060496, 44.5672782 40.2059761, 44.5672305 40.2059626, 44.5672489 40.2059248, 44.5671276 40.2058906, 44.5670792 40.2059199, 44.5669845 40.2058931, 44.566949 40.2059666))",building,Nor-norq
540735825,"POLYGON ((44.5884599 40.184969, 44.5884938 40.1848956, 44.5885921 40.1849221, 44.5885583 40.1849955, 44.5884599 40.184969))",building,Nor-norq
466919869,"POLYGON ((44.5742484 40.192111, 44.5742714 40.1920193, 44.5741921 40.1920077, 44.5741691 40.1920994, 44.5742484 40.192111))",building,Nor-norq
135458339,"POLYGON ((44.5710062 40.1891659, 44.5708775 40.1893271, 44.5710817 40.1894222, 44.5712104 40.189261, 44.5710062 40.1891659))",building,Nor-norq
133133440,"POLYGON ((44.5556059 40.1967585, 44.5554221 40.1967713, 44.5554752 40.1972169, 44.555659 40.1972042, 44.5556059 40.1967585))",building,Nor-norq
135458362,"POLYGON ((44.5664038 40.1806037, 44.5664138 40.180673, 44.5665815 40.1806589, 44.5665596 40.1805063, 44.5664694 40.1805139, 44.5664594 40.1804446, 44.5662916 40.1804588, 44.5663136 40.1806113, 44.5664038 40.1806037))",building,Nor-norq
540225523,"POLYGON ((44.5855117 40.1845058, 44.5855363 40.1844461, 44.5856608 40.184476, 44.5856363 40.1845357, 44.5855117 40.1845058))",building,Nor-norq
6332489547,POINT (44.5662093 40.1799445),building,Nor-norq
795878023,"POLYGON ((44.572539 40.1946839, 44.5726633 40.194728, 44.572717 40.1946399, 44.5725927 40.1945958, 44.572539 40.1946839))",building,Nor-norq
539873709,"POLYGON ((44.5872602 40.194555, 44.5873027 40.1944241, 44.5872874 40.1944117, 44.5873056 40.1943554, 44.5873925 40.1943718, 44.5873812 40.1944068, 44.5874803 40.1944255, 44.5874699 40.1944576, 44.5876291 40.1944877, 44.5875872 40.1946168, 44.5872602 40.194555))",building,Nor-norq
521782967,"POLYGON ((44.5893532 40.1969503, 44.5894796 40.1969845, 44.589526 40.1968843, 44.5893996 40.1968501, 44.5893532 40.1969503))",building,Nor-norq
444551374,"POLYGON ((44.5746442 40.2061971, 44.5747031 40.206269, 44.5747983 40.2062234, 44.5747394 40.2061516, 44.5746442 40.2061971))",building,Nor-norq
135447580,"POLYGON ((44.5611136 40.1858699, 44.5609284 40.1859804, 44.5610871 40.1861355, 44.5612722 40.186025, 44.5611136 40.1858699))",building,Nor-norq
444566097,"POLYGON ((44.5718225 40.2078378, 44.5720147 40.2079504, 44.5720696 40.2078958, 44.5718774 40.2077832, 44.5718225 40.2078378))",building,Nor-norq
539908921,"POLYGON ((44.5918218 40.199079, 44.5918827 40.198937, 44.5919752 40.1989601, 44.5919143 40.1991021, 44.5918218 40.199079))",building,Nor-norq
795878019,"POLYGON ((44.5753205 40.1943048, 44.5754317 40.1943023, 44.5754278 40.1942014, 44.5753166 40.1942039, 44.5753205 40.1943048))",building,Nor-norq
188444990,"POLYGON ((44.5766408 40.2013496, 44.5767488 40.2013261, 44.576846 40.2015869, 44.576738 40.2016104, 44.5766408 40.2013496))",building,Nor-norq
776037954,"POLYGON ((44.5937383 40.1889375, 44.5937139 40.1888811, 44.5937762 40.1888654, 44.5938006 40.1889218, 44.5937383 40.1889375))",building,Nor-norq
540964820,"POLYGON ((44.5947304 40.1839706, 44.5947259 40.1838526, 44.5948604 40.1838496, 44.594865 40.1839675, 44.5947304 40.1839706))",building,Nor-norq
135467246,"POLYGON ((44.5684797 40.2065027, 44.5686029 40.2066295, 44.568769 40.2065355, 44.5686459 40.2064086, 44.5684797 40.2065027))",building,Nor-norq
540044741,"POLYGON ((44.5863783 40.1859817, 44.5863935 40.1858652, 44.5864756 40.1858714, 44.5864603 40.185988, 44.5863783 40.1859817))",building,Nor-norq
540827502,"POLYGON ((44.5908395 40.185515, 44.5908261 40.1854548, 44.5908865 40.185447, 44.5908999 40.1855072, 44.5908395 40.185515))",building,Nor-norq
546629140,"POLYGON ((44.5668983 40.1805804, 44.5670485 40.180566, 44.5670311 40.1804593, 44.5668809 40.1804737, 44.5668983 40.1805804))",building,Nor-norq
697522872,"POLYGON ((44.5690719 40.2038972, 44.5692622 40.2038223, 44.5691549 40.2036634, 44.5691246 40.2036753, 44.5690768 40.2036045, 44.5690056 40.2036326, 44.5690479 40.2036953, 44.5689591 40.2037302, 44.5690719 40.2038972))",building,Nor-norq
133132310,"POLYGON ((44.5653626 40.2038475, 44.5654383 40.2040132, 44.5656747 40.2039501, 44.565599 40.2037845, 44.5653626 40.2038475))",building,Nor-norq
449059423,"POLYGON ((44.5616243 40.2008652, 44.5617473 40.2008488, 44.5617057 40.2006675, 44.5615827 40.2006839, 44.5616243 40.2008652))",building,Nor-norq
125454351,"POLYGON ((44.5686911 40.1805222, 44.569269 40.1804542, 44.5692399 40.1803098, 44.568662 40.1803778, 44.5686911 40.1805222))",building,Nor-norq
472042555,"POLYGON ((44.5758031 40.2017443, 44.5758123 40.2014975, 44.5759612 40.2015007, 44.575952 40.2017475, 44.5758031 40.2017443))",building,Nor-norq
475831300,"POLYGON ((44.5862773 40.1915129, 44.5869012 40.1916983, 44.5869522 40.1915981, 44.5863283 40.1914127, 44.5862773 40.1915129))",building,Nor-norq
173489607,"POLYGON ((44.5604701 40.1914244, 44.5600226 40.1910026, 44.5602562 40.1908579, 44.5607039 40.1912791, 44.5605784 40.191358, 44.5604701 40.1914244))",building,Nor-norq
539860385,"POLYGON ((44.5813293 40.2002239, 44.581544 40.2003053, 44.5816237 40.2001828, 44.581409 40.2001014, 44.5813293 40.2002239))",building,Nor-norq
540225524,"POLYGON ((44.5852683 40.1845024, 44.5852633 40.184418, 44.5853822 40.1844138, 44.5853787 40.1843553, 44.5854814 40.1843517, 44.5854899 40.1844947, 44.5852683 40.1845024))",building,Nor-norq
749394659,"POLYGON ((44.5997916 40.1886017, 44.5998667 40.1885996, 44.5998637 40.188535, 44.5997886 40.188537, 44.5997916 40.1886017))",building,Nor-norq
494225100,"POLYGON ((44.5857848 40.2000599, 44.5858497 40.1999576, 44.5859839 40.2000074, 44.585919 40.2001096, 44.5857848 40.2000599))",building,Nor-norq
539865616,"POLYGON ((44.5877219 40.2027963, 44.5877776 40.2027011, 44.5878909 40.2027398, 44.5878351 40.202835, 44.5877219 40.2027963))",building,Nor-norq
135447593,"POLYGON ((44.5642804 40.1955993, 44.564438 40.1955528, 44.5641595 40.1950018, 44.5640018 40.1950483, 44.5642804 40.1955993))",building,Nor-norq
540485040,"POLYGON ((44.5885146 40.1831474, 44.5885224 40.1830913, 44.5886823 40.1831044, 44.5886745 40.1831604, 44.5885146 40.1831474))",building,Nor-norq
540026058,"POLYGON ((44.5853317 40.1849164, 44.5853951 40.1848267, 44.5854969 40.1848687, 44.5854335 40.1849584, 44.5853317 40.1849164))",building,Nor-norq
539877017,"POLYGON ((44.5918605 40.1943311, 44.5918901 40.1942414, 44.5920319 40.1942686, 44.5920024 40.1943583, 44.5918605 40.1943311))",building,Nor-norq
540463733,"POLYGON ((44.5864827 40.1817947, 44.5865104 40.1817269, 44.5866639 40.1817634, 44.5866363 40.1818312, 44.5864827 40.1817947))",building,Nor-norq
461903177,"POLYGON ((44.5561913 40.1901724, 44.5562415 40.1901401, 44.5562668 40.1901631, 44.5562167 40.1901954, 44.5561913 40.1901724))",building,Nor-norq
749394656,"POLYGON ((44.6001457 40.1885863, 44.6002556 40.1885842, 44.6002532 40.1885083, 44.6001432 40.1885104, 44.6001457 40.1885863))",building,Nor-norq
540753290,"POLYGON ((44.5880656 40.1856082, 44.5880705 40.1855381, 44.5882406 40.1855449, 44.5882357 40.1856151, 44.5880656 40.1856082))",building,Nor-norq
567769713,"POLYGON ((44.6011487 40.1872533, 44.6011984 40.1874565, 44.6013842 40.18743, 44.6013345 40.1872267, 44.6011487 40.1872533))",building,Nor-norq
575038330,"POLYGON ((44.5753554 40.2060296, 44.5754492 40.2061519, 44.5755613 40.2061017, 44.5754675 40.2059794, 44.5753554 40.2060296))",building,Nor-norq
473549059,"POLYGON ((44.5475434 40.1675874, 44.5474595 40.1674791, 44.5475991 40.1674159, 44.547683 40.1675243, 44.5475434 40.1675874))",building,Nor-norq
540759778,"POLYGON ((44.5904556 40.1863097, 44.5904802 40.1862488, 44.5905917 40.186275, 44.5905671 40.186336, 44.5904556 40.1863097))",building,Nor-norq
499667684,"POLYGON ((44.5550605 40.1906501, 44.5549768 40.190542, 44.5548757 40.1905877, 44.5549593 40.1906958, 44.5550605 40.1906501))",building,Nor-norq
134579198,"POLYGON ((44.5720342 40.2003591, 44.5721622 40.2004876, 44.5723476 40.2003797, 44.5722196 40.2002513, 44.5720342 40.2003591))",building,Nor-norq
540027223,"POLYGON ((44.5866006 40.1870973, 44.5866204 40.186991, 44.5867374 40.1870038, 44.5867175 40.18711, 44.5866006 40.1870973))",building,Nor-norq
539867726,"POLYGON ((44.5908383 40.2000802, 44.5909257 40.2000232, 44.5909818 40.2000735, 44.5908945 40.2001305, 44.5908383 40.2000802))",building,Nor-norq
135463802,"POLYGON ((44.5809277 40.1831289, 44.5808986 40.1831331, 44.5809361 40.1832842, 44.5816162 40.1831856, 44.5816057 40.1831434, 44.5815607 40.1831499, 44.581537 40.1830546, 44.5811099 40.1831165, 44.5810308 40.1827979, 44.5809107 40.1828153, 44.5809018 40.1827795, 44.580843 40.182788, 44.5809277 40.1831289))",school,Nor-norq
813137941,"POLYGON ((44.5526641 40.1708567, 44.5526138 40.1706915, 44.5529374 40.170634, 44.5529877 40.1707991, 44.5526641 40.1708567))",building,Nor-norq
567875319,"POLYGON ((44.5796329 40.2062409, 44.5796974 40.2061744, 44.5798339 40.2062517, 44.5797694 40.2063182, 44.5796329 40.2062409))",building,Avan
464373632,"POLYGON ((44.5569079 40.2167258, 44.5568868 40.2166164, 44.557017 40.2166018, 44.557038 40.2167112, 44.5569079 40.2167258))",building,Avan
475828415,"POLYGON ((44.6004411 40.1946759, 44.6010868 40.1947816, 44.601135 40.19461, 44.6004892 40.1945044, 44.6004411 40.1946759))",building,Nor-norq
501240700,"POLYGON ((44.5687916 40.2155386, 44.568873 40.215597, 44.568999 40.2154946, 44.5689177 40.2154362, 44.5687916 40.2155386))",building,Avan
135447718,"POLYGON ((44.5731868 40.185391, 44.5732037 40.185621, 44.5739035 40.1855909, 44.5739089 40.185664, 44.5740709 40.185657, 44.5740652 40.1855803, 44.5741358 40.1855773, 44.5741191 40.1853508, 44.5731868 40.185391))",building,Nor-norq
449269552,"POLYGON ((44.5755007 40.2158417, 44.575577 40.2158659, 44.5755996 40.2158243, 44.5755234 40.2158001, 44.5755007 40.2158417))",building,Avan
736999184,"POLYGON ((44.5594874 40.2162591, 44.5596474 40.2162434, 44.5596371 40.2161823, 44.5594772 40.216198, 44.5594874 40.2162591))",building,Avan
455459916,"POLYGON ((44.5828369 40.2193322, 44.5829551 40.2193531, 44.5829792 40.2192732, 44.582861 40.2192524, 44.5828369 40.2193322))",building,Avan
